comment,user_id,campaign_id,timestamp,posted_date,emoji_used,hashtag_count,base_comment_score,emoji_score,engagement_score
illo officia officiis,20,40,13-04-2023 08:04,April 14,no,2,1,0,3
aut tempora inventore,21,40,13-04-2023 08:04,April 14,no,4,1,0,5
enim pariatur commodi,24,40,13-04-2023 08:04,April 14,yes,2,1,2,5
aut aut quod,32,40,13-04-2023 08:04,April 14,yes,1,1,2,4
quia molestias eos,36,40,13-04-2023 08:04,April 14,no,2,1,0,3
sapiente assumenda laboriosam,39,40,13-04-2023 08:04,April 14,yes,0,1,2,3
et adipisci sit,41,40,13-04-2023 08:04,April 14,no,5,1,0,6
veniam voluptatem et,46,40,13-04-2023 08:04,April 14,no,6,1,0,7
temporibus et et,54,40,13-04-2023 08:04,April 14,yes,2,1,2,5
veritatis optio id,57,40,13-04-2023 08:04,April 14,yes,1,1,2,4
est debitis nihil,65,40,13-04-2023 08:04,April 14,no,3,1,0,4
architecto id voluptas,66,40,13-04-2023 08:04,April 14,yes,1,1,2,4
nemo aut voluptatem,67,40,13-04-2023 08:04,April 14,no,2,1,0,3
sunt sequi adipisci,71,40,13-04-2023 08:04,April 14,no,4,1,0,5
velit eos minus,75,40,13-04-2023 08:04,April 14,yes,2,1,2,5
possimus provident assumenda,76,40,13-04-2023 08:04,April 14,yes,1,1,2,4
ab et est,79,40,13-04-2023 08:04,April 14,no,2,1,0,3
et nostrum laudantium,82,40,13-04-2023 08:04,April 14,yes,0,1,2,3
voluptas molestiae a,91,40,13-04-2023 08:04,April 14,no,5,1,0,6
vel eos fugit,95,40,13-04-2023 08:04,April 14,no,6,1,0,7
alias recusandae maxime,96,40,13-04-2023 08:04,April 14,yes,2,1,2,5
natus quae fugiat,5,41,13-04-2023 08:04,April 14,yes,1,1,2,4
porro voluptatum dolorem,9,41,13-04-2023 08:04,April 14,no,3,1,0,4
odio qui animi,14,41,13-04-2023 08:04,April 14,yes,1,1,2,4
nihil a inventore,21,41,13-04-2023 08:04,April 14,no,2,1,0,3
iusto fuga maxime,22,41,13-04-2023 08:04,April 14,no,4,1,0,5
rem consequatur tenetur,24,41,13-04-2023 08:04,April 14,yes,2,1,2,5
est esse exercitationem,27,41,13-04-2023 08:04,April 14,yes,1,1,2,4
aut aut voluptatem,35,41,13-04-2023 08:04,April 14,no,2,1,0,3
sunt est debitis,36,41,13-04-2023 08:04,April 14,yes,0,1,2,3
sed quas earum,38,41,13-04-2023 08:04,April 14,no,5,1,0,6
placeat ut est,41,41,13-04-2023 08:04,April 14,no,6,1,0,7
dolorum cum nisi,44,41,13-04-2023 08:04,April 14,yes,2,1,2,5
iusto corrupti architecto,48,41,13-04-2023 08:04,April 14,yes,1,1,2,4
sunt aperiam impedit,50,41,13-04-2023 08:04,April 14,no,3,1,0,4
voluptas inventore nostrum,54,41,13-04-2023 08:04,April 14,yes,1,1,2,4
dolores sequi corporis,57,41,13-04-2023 08:04,April 14,no,2,1,0,3
tenetur et qui,63,41,13-04-2023 08:04,April 14,no,4,1,0,5
repellendus cum perspiciatis,66,41,13-04-2023 08:04,April 14,yes,2,1,2,5
consequatur eum dolor,70,41,13-04-2023 08:04,April 14,yes,1,1,2,4
explicabo quaerat nihil,71,41,13-04-2023 08:04,April 14,no,2,1,0,3
est earum omnis,72,41,13-04-2023 08:04,April 14,yes,0,1,2,3
neque odit omnis,75,41,13-04-2023 08:04,April 14,no,5,1,0,6
non saepe id,76,41,13-04-2023 08:04,April 14,no,6,1,0,7
qui illum nam,78,41,13-04-2023 08:04,April 14,yes,2,1,2,5
et ad quidem,82,41,13-04-2023 08:04,April 14,yes,1,1,2,4
corrupti sapiente dignissimos,84,41,13-04-2023 08:04,April 14,no,3,1,0,4
nobis et perferendis,87,41,13-04-2023 08:04,April 14,yes,1,1,2,4
facere eaque perspiciatis,91,41,13-04-2023 08:04,April 14,no,2,1,0,3
quod officiis ut,93,41,13-04-2023 08:04,April 14,no,4,1,0,5
rerum accusamus itaque,96,41,13-04-2023 08:04,April 14,yes,2,1,2,5
rem dolorem vitae,98,41,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptas suscipit quidem,3,42,13-04-2023 08:04,April 14,no,2,1,0,3
repellendus modi magni,5,42,13-04-2023 08:04,April 14,yes,0,1,2,3
sit itaque earum,8,42,13-04-2023 08:04,April 14,no,5,1,0,6
soluta blanditiis eius,14,42,13-04-2023 08:04,April 14,no,6,1,0,7
est id ea,15,42,13-04-2023 08:04,April 14,yes,2,1,2,5
ex voluptas aut,17,42,13-04-2023 08:04,April 14,yes,1,1,2,4
sed et odit,19,42,13-04-2023 08:04,April 14,no,3,1,0,4
occaecati voluptatem odit,21,42,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptatem dolorem enim,24,42,13-04-2023 08:04,April 14,no,2,1,0,3
libero nemo repellat,26,42,13-04-2023 08:04,April 14,no,4,1,0,5
repellat veniam vero,36,42,13-04-2023 08:04,April 14,yes,2,1,2,5
occaecati quia saepe,41,42,13-04-2023 08:04,April 14,yes,1,1,2,4
rerum dolorum et,42,42,13-04-2023 08:04,April 14,no,2,1,0,3
nam consequatur consequatur,43,42,13-04-2023 08:04,April 14,yes,0,1,2,3
in deserunt modi,47,42,13-04-2023 08:04,April 14,no,5,1,0,6
et ut ullam,48,42,13-04-2023 08:04,April 14,no,6,1,0,7
consequatur cupiditate quasi,54,42,13-04-2023 08:04,April 14,yes,2,1,2,5
quia facilis soluta,57,42,13-04-2023 08:04,April 14,yes,1,1,2,4
omnis occaecati sit,62,42,13-04-2023 08:04,April 14,no,3,1,0,4
voluptate dolorem saepe,63,42,13-04-2023 08:04,April 14,yes,1,1,2,4
qui ad vel,65,42,13-04-2023 08:04,April 14,no,2,1,0,3
sit qui voluptas,66,42,13-04-2023 08:04,April 14,no,4,1,0,5
nobis dolores alias,67,42,13-04-2023 08:04,April 14,yes,2,1,2,5
eius vel repellendus,71,42,13-04-2023 08:04,April 14,yes,1,1,2,4
itaque voluptatum necessitatibus,75,42,13-04-2023 08:04,April 14,no,2,1,0,3
officia et fuga,76,42,13-04-2023 08:04,April 14,yes,0,1,2,3
et consequatur cumque,91,42,13-04-2023 08:04,April 14,no,5,1,0,6
laborum quia repellat,95,42,13-04-2023 08:04,April 14,no,6,1,0,7
quod saepe qui,96,42,13-04-2023 08:04,April 14,yes,2,1,2,5
dicta praesentium nesciunt,100,42,13-04-2023 08:04,April 14,yes,1,1,2,4
earum magni voluptate,3,43,13-04-2023 08:04,April 14,no,3,1,0,4
consequuntur eos quia,5,43,13-04-2023 08:04,April 14,yes,1,1,2,4
est harum aut,14,43,13-04-2023 08:04,April 14,no,2,1,0,3
enim exercitationem earum,17,43,13-04-2023 08:04,April 14,no,4,1,0,5
voluptatibus non est,18,43,13-04-2023 08:04,April 14,yes,2,1,2,5
voluptatibus sint et,21,43,13-04-2023 08:04,April 14,yes,1,1,2,4
est asperiores molestiae,24,43,13-04-2023 08:04,April 14,no,2,1,0,3
reprehenderit aut est,26,43,13-04-2023 08:04,April 14,yes,0,1,2,3
molestiae et eum,31,43,13-04-2023 08:04,April 14,no,5,1,0,6
reprehenderit et in,36,43,13-04-2023 08:04,April 14,no,6,1,0,7
eum recusandae et,37,43,13-04-2023 08:04,April 14,yes,2,1,2,5
culpa aut rerum,38,43,13-04-2023 08:04,April 14,yes,1,1,2,4
fuga enim non,41,43,13-04-2023 08:04,April 14,no,3,1,0,4
eum qui accusamus,42,43,13-04-2023 08:04,April 14,yes,1,1,2,4
et odit cum,43,43,13-04-2023 08:04,April 14,no,2,1,0,3
soluta explicabo rerum,47,43,13-04-2023 08:04,April 14,no,4,1,0,5
quis dolorem rem,50,43,13-04-2023 08:04,April 14,yes,2,1,2,5
et inventore quae,54,43,13-04-2023 08:04,April 14,yes,1,1,2,4
et fuga sit,57,43,13-04-2023 08:04,April 14,no,2,1,0,3
magnam laboriosam aut,60,43,13-04-2023 08:04,April 14,yes,0,1,2,3
officia dicta repellendus,63,43,13-04-2023 08:04,April 14,no,5,1,0,6
in vitae quasi,65,43,13-04-2023 08:04,April 14,no,6,1,0,7
vitae eligendi eius,66,43,13-04-2023 08:04,April 14,yes,2,1,2,5
quidem velit rerum,69,43,13-04-2023 08:04,April 14,yes,1,1,2,4
veritatis quod omnis,71,43,13-04-2023 08:04,April 14,no,3,1,0,4
nihil hic quia,72,43,13-04-2023 08:04,April 14,yes,1,1,2,4
quia optio sit,75,43,13-04-2023 08:04,April 14,no,2,1,0,3
deserunt quis aliquam,76,43,13-04-2023 08:04,April 14,no,4,1,0,5
ducimus eum velit,85,43,13-04-2023 08:04,April 14,yes,2,1,2,5
distinctio dolor id,87,43,13-04-2023 08:04,April 14,yes,1,1,2,4
dolorem nobis fuga,91,43,13-04-2023 08:04,April 14,no,2,1,0,3
sapiente magnam velit,5,44,13-04-2023 08:04,April 14,yes,0,1,2,3
vel cumque velit,14,44,13-04-2023 08:04,April 14,no,5,1,0,6
in et reprehenderit,17,44,13-04-2023 08:04,April 14,no,6,1,0,7
accusamus ut nemo,18,44,13-04-2023 08:04,April 14,yes,2,1,2,5
sint odio nobis,20,44,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptatem quod quos,21,44,13-04-2023 08:04,April 14,no,3,1,0,4
voluptate ratione temporibus,24,44,13-04-2023 08:04,April 14,yes,1,1,2,4
modi voluptas omnis,27,44,13-04-2023 08:04,April 14,no,2,1,0,3
quod delectus veniam,28,44,13-04-2023 08:04,April 14,no,4,1,0,5
nobis sunt aliquid,36,44,13-04-2023 08:04,April 14,yes,2,1,2,5
eveniet omnis consectetur,41,44,13-04-2023 08:04,April 14,yes,1,1,2,4
dolor ea est,54,44,13-04-2023 08:04,April 14,no,2,1,0,3
non accusantium delectus,57,44,13-04-2023 08:04,April 14,yes,0,1,2,3
nihil enim asperiores,66,44,13-04-2023 08:04,April 14,no,5,1,0,6
quas fugiat perferendis,67,44,13-04-2023 08:04,April 14,no,6,1,0,7
explicabo aperiam laboriosam,71,44,13-04-2023 08:04,April 14,yes,2,1,2,5
saepe sequi quod,75,44,13-04-2023 08:04,April 14,yes,1,1,2,4
neque id exercitationem,76,44,13-04-2023 08:04,April 14,no,3,1,0,4
nihil corrupti vel,78,44,13-04-2023 08:04,April 14,yes,1,1,2,4
eveniet totam aspernatur,85,44,13-04-2023 08:04,April 14,no,2,1,0,3
sit nulla dolores,87,44,13-04-2023 08:04,April 14,no,4,1,0,5
nobis dolores cumque,91,44,13-04-2023 08:04,April 14,yes,2,1,2,5
iure a excepturi,92,44,13-04-2023 08:04,April 14,yes,1,1,2,4
doloremque maiores tempora,93,44,13-04-2023 08:04,April 14,no,2,1,0,3
veritatis dolorem cupiditate,96,44,13-04-2023 08:04,April 14,yes,0,1,2,3
ut consequuntur ut,98,44,13-04-2023 08:04,April 14,no,5,1,0,6
et distinctio iure,5,45,13-04-2023 08:04,April 14,no,6,1,0,7
deserunt dolor quod,9,45,13-04-2023 08:04,April 14,yes,2,1,2,5
quam quia dolores,14,45,13-04-2023 08:04,April 14,yes,1,1,2,4
officia libero et,15,45,13-04-2023 08:04,April 14,no,3,1,0,4
dolorum eos minima,16,45,13-04-2023 08:04,April 14,yes,1,1,2,4
eligendi soluta quod,19,45,13-04-2023 08:04,April 14,no,2,1,0,3
optio culpa ut,21,45,13-04-2023 08:04,April 14,no,4,1,0,5
dolorem delectus molestiae,22,45,13-04-2023 08:04,April 14,yes,2,1,2,5
quia exercitationem culpa,24,45,13-04-2023 08:04,April 14,yes,1,1,2,4
vitae est quo,36,45,13-04-2023 08:04,April 14,no,2,1,0,3
doloremque sequi totam,41,45,13-04-2023 08:04,April 14,yes,0,1,2,3
repellat laborum consequatur,43,45,13-04-2023 08:04,April 14,no,5,1,0,6
asperiores ipsum molestias,54,45,13-04-2023 08:04,April 14,no,6,1,0,7
enim sint ipsum,57,45,13-04-2023 08:04,April 14,yes,2,1,2,5
quod aut perferendis,60,45,13-04-2023 08:04,April 14,yes,1,1,2,4
dolores voluptatibus itaque,61,45,13-04-2023 08:04,April 14,no,3,1,0,4
ea ipsa voluptate,62,45,13-04-2023 08:04,April 14,yes,1,1,2,4
eveniet dolor et,63,45,13-04-2023 08:04,April 14,no,2,1,0,3
consectetur aut voluptate,65,45,13-04-2023 08:04,April 14,no,4,1,0,5
eaque veritatis et,66,45,13-04-2023 08:04,April 14,yes,2,1,2,5
quia deleniti excepturi,67,45,13-04-2023 08:04,April 14,yes,1,1,2,4
at porro sed,69,45,13-04-2023 08:04,April 14,no,2,1,0,3
voluptatem et rerum,71,45,13-04-2023 08:04,April 14,yes,0,1,2,3
ea assumenda minima,73,45,13-04-2023 08:04,April 14,no,5,1,0,6
odio autem est,75,45,13-04-2023 08:04,April 14,no,6,1,0,7
quod et optio,76,45,13-04-2023 08:04,April 14,yes,2,1,2,5
reiciendis modi rerum,91,45,13-04-2023 08:04,April 14,yes,1,1,2,4
doloremque expedita ut,97,45,13-04-2023 08:04,April 14,no,3,1,0,4
eum magni maiores,99,45,13-04-2023 08:04,April 14,yes,1,1,2,4
est commodi molestiae,2,46,13-04-2023 08:04,April 14,no,2,1,0,3
ducimus repellendus eius,5,46,13-04-2023 08:04,April 14,no,4,1,0,5
quo magni dolores,6,46,13-04-2023 08:04,April 14,yes,2,1,2,5
quibusdam ullam eligendi,14,46,13-04-2023 08:04,April 14,yes,1,1,2,4
quidem beatae ipsam,15,46,13-04-2023 08:04,April 14,no,2,1,0,3
sit quia amet,17,46,13-04-2023 08:04,April 14,yes,0,1,2,3
ut ratione quia,21,46,13-04-2023 08:04,April 14,no,5,1,0,6
voluptas voluptatem id,24,46,13-04-2023 08:04,April 14,no,6,1,0,7
officia ipsam cumque,27,46,13-04-2023 08:04,April 14,yes,2,1,2,5
ex odit et,30,46,13-04-2023 08:04,April 14,yes,1,1,2,4
qui itaque vel,31,46,13-04-2023 08:04,April 14,no,3,1,0,4
saepe quae nisi,35,46,13-04-2023 08:04,April 14,yes,1,1,2,4
reiciendis optio corrupti,36,46,13-04-2023 08:04,April 14,no,2,1,0,3
unde magnam rem,38,46,13-04-2023 08:04,April 14,no,4,1,0,5
et quod voluptates,40,46,13-04-2023 08:04,April 14,yes,2,1,2,5
eligendi neque similique,41,46,13-04-2023 08:04,April 14,yes,1,1,2,4
qui explicabo qui,52,46,13-04-2023 08:04,April 14,no,2,1,0,3
cum nihil cum,54,46,13-04-2023 08:04,April 14,yes,0,1,2,3
sed vel suscipit,57,46,13-04-2023 08:04,April 14,no,5,1,0,6
qui nihil et,63,46,13-04-2023 08:04,April 14,no,6,1,0,7
sint inventore in,66,46,13-04-2023 08:04,April 14,yes,2,1,2,5
iste debitis aut,71,46,13-04-2023 08:04,April 14,yes,1,1,2,4
eos ea consequuntur,75,46,13-04-2023 08:04,April 14,no,3,1,0,4
aperiam dolor vitae,76,46,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptas porro odio,82,46,13-04-2023 08:04,April 14,no,2,1,0,3
harum sed dolor,87,46,13-04-2023 08:04,April 14,no,4,1,0,5
culpa omnis dolores,91,46,13-04-2023 08:04,April 14,yes,2,1,2,5
voluptatem optio nam,92,46,13-04-2023 08:04,April 14,yes,1,1,2,4
nihil officia rerum,94,46,13-04-2023 08:04,April 14,no,2,1,0,3
harum cupiditate qui,97,46,13-04-2023 08:04,April 14,yes,0,1,2,3
iure non ut,99,46,13-04-2023 08:04,April 14,no,5,1,0,6
nesciunt voluptatum voluptates,100,46,13-04-2023 08:04,April 14,no,6,1,0,7
id voluptate et,5,47,13-04-2023 08:04,April 14,yes,2,1,2,5
et officia dolor,6,47,13-04-2023 08:04,April 14,yes,1,1,2,4
aut commodi explicabo,8,47,13-04-2023 08:04,April 14,no,3,1,0,4
accusamus ut exercitationem,14,47,13-04-2023 08:04,April 14,yes,1,1,2,4
sed corrupti magni,17,47,13-04-2023 08:04,April 14,no,2,1,0,3
eveniet quo voluptas,18,47,13-04-2023 08:04,April 14,no,4,1,0,5
hic autem pariatur,21,47,13-04-2023 08:04,April 14,yes,2,1,2,5
voluptates in voluptas,24,47,13-04-2023 08:04,April 14,yes,1,1,2,4
labore quo itaque,36,47,13-04-2023 08:04,April 14,no,2,1,0,3
tempora tempore quas,41,47,13-04-2023 08:04,April 14,yes,0,1,2,3
veritatis vero velit,44,47,13-04-2023 08:04,April 14,no,5,1,0,6
magni sunt et,46,47,13-04-2023 08:04,April 14,no,6,1,0,7
in et aperiam,48,47,13-04-2023 08:04,April 14,yes,2,1,2,5
eos soluta libero,54,47,13-04-2023 08:04,April 14,yes,1,1,2,4
optio doloribus qui,57,47,13-04-2023 08:04,April 14,no,3,1,0,4
non non praesentium,60,47,13-04-2023 08:04,April 14,yes,1,1,2,4
dolor deserunt doloribus,66,47,13-04-2023 08:04,April 14,no,2,1,0,3
ad saepe eius,69,47,13-04-2023 08:04,April 14,no,4,1,0,5
quaerat ea necessitatibus,71,47,13-04-2023 08:04,April 14,yes,2,1,2,5
provident et ipsam,75,47,13-04-2023 08:04,April 14,yes,1,1,2,4
cupiditate sint sed,76,47,13-04-2023 08:04,April 14,no,2,1,0,3
ipsa laudantium voluptas,85,47,13-04-2023 08:04,April 14,yes,0,1,2,3
perferendis non corporis,91,47,13-04-2023 08:04,April 14,no,5,1,0,6
placeat molestiae et,98,47,13-04-2023 08:04,April 14,no,6,1,0,7
dolor consequatur magnam,2,48,13-04-2023 08:04,April 14,yes,2,1,2,5
at voluptatum ab,3,48,13-04-2023 08:04,April 14,yes,1,1,2,4
doloremque maxime nam,4,48,13-04-2023 08:04,April 14,no,3,1,0,4
quis id consequatur,5,48,13-04-2023 08:04,April 14,yes,1,1,2,4
omnis fugit et,10,48,13-04-2023 08:04,April 14,no,2,1,0,3
et sunt soluta,14,48,13-04-2023 08:04,April 14,no,4,1,0,5
laborum reiciendis illum,17,48,13-04-2023 08:04,April 14,yes,2,1,2,5
quis sit repudiandae,21,48,13-04-2023 08:04,April 14,yes,1,1,2,4
dolores minus consequatur,24,48,13-04-2023 08:04,April 14,no,2,1,0,3
occaecati sit blanditiis,33,48,13-04-2023 08:04,April 14,yes,0,1,2,3
fugiat sint sed,35,48,13-04-2023 08:04,April 14,no,5,1,0,6
illum rerum eaque,36,48,13-04-2023 08:04,April 14,no,6,1,0,7
autem dolor vel,38,48,13-04-2023 08:04,April 14,yes,2,1,2,5
quam autem culpa,40,48,13-04-2023 08:04,April 14,yes,1,1,2,4
aliquam similique unde,41,48,13-04-2023 08:04,April 14,no,3,1,0,4
velit fugiat eos,43,48,13-04-2023 08:04,April 14,yes,1,1,2,4
autem ullam quas,54,48,13-04-2023 08:04,April 14,no,2,1,0,3
dolorum dolorum aut,57,48,13-04-2023 08:04,April 14,no,4,1,0,5
minus ea quidem,66,48,13-04-2023 08:04,April 14,yes,2,1,2,5
sunt distinctio ipsa,71,48,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptatem tempore quis,72,48,13-04-2023 08:04,April 14,no,2,1,0,3
nostrum impedit ea,73,48,13-04-2023 08:04,April 14,yes,0,1,2,3
et incidunt porro,75,48,13-04-2023 08:04,April 14,no,5,1,0,6
sint quidem est,76,48,13-04-2023 08:04,April 14,no,6,1,0,7
quis atque enim,85,48,13-04-2023 08:04,April 14,yes,2,1,2,5
nisi id rerum,91,48,13-04-2023 08:04,April 14,yes,1,1,2,4
magnam qui autem,94,48,13-04-2023 08:04,April 14,no,3,1,0,4
accusamus ullam quam,97,48,13-04-2023 08:04,April 14,yes,1,1,2,4
architecto eos aut,5,49,13-04-2023 08:04,April 14,no,2,1,0,3
deleniti perferendis sit,14,49,13-04-2023 08:04,April 14,no,4,1,0,5
adipisci nemo magnam,16,49,13-04-2023 08:04,April 14,yes,2,1,2,5
deserunt laboriosam sed,17,49,13-04-2023 08:04,April 14,yes,1,1,2,4
fugiat debitis mollitia,21,49,13-04-2023 08:04,April 14,no,2,1,0,3
error nihil sint,22,49,13-04-2023 08:04,April 14,yes,0,1,2,3
commodi harum sed,24,49,13-04-2023 08:04,April 14,no,5,1,0,6
voluptatem quia expedita,26,49,13-04-2023 08:04,April 14,no,6,1,0,7
impedit pariatur ut,32,49,13-04-2023 08:04,April 14,yes,2,1,2,5
aut dicta voluptas,36,49,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptatibus possimus aut,37,49,13-04-2023 08:04,April 14,no,3,1,0,4
similique omnis cum,41,49,13-04-2023 08:04,April 14,yes,1,1,2,4
in neque dolor,44,49,13-04-2023 08:04,April 14,no,2,1,0,3
ducimus id dolorem,47,49,13-04-2023 08:04,April 14,no,4,1,0,5
optio qui est,54,49,13-04-2023 08:04,April 14,yes,2,1,2,5
sunt amet rerum,57,49,13-04-2023 08:04,April 14,yes,1,1,2,4
neque cumque harum,60,49,13-04-2023 08:04,April 14,no,2,1,0,3
animi quia architecto,61,49,13-04-2023 08:04,April 14,yes,0,1,2,3
inventore consequatur distinctio,63,49,13-04-2023 08:04,April 14,no,5,1,0,6
eveniet tenetur tempora,65,49,13-04-2023 08:04,April 14,no,6,1,0,7
quia quos blanditiis,66,49,13-04-2023 08:04,April 14,yes,2,1,2,5
commodi nesciunt aut,71,49,13-04-2023 08:04,April 14,yes,1,1,2,4
ex quam omnis,75,49,13-04-2023 08:04,April 14,no,3,1,0,4
atque dolores ipsa,76,49,13-04-2023 08:04,April 14,yes,1,1,2,4
aut dignissimos nulla,79,49,13-04-2023 08:04,April 14,no,2,1,0,3
quibusdam ut inventore,84,49,13-04-2023 08:04,April 14,no,4,1,0,5
eos ipsa temporibus,87,49,13-04-2023 08:04,April 14,yes,2,1,2,5
inventore quisquam sunt,91,49,13-04-2023 08:04,April 14,yes,1,1,2,4
veritatis velit quaerat,93,49,13-04-2023 08:04,April 14,no,2,1,0,3
saepe aperiam magni,5,50,13-04-2023 08:04,April 14,yes,0,1,2,3
consequatur provident et,8,50,13-04-2023 08:04,April 14,no,5,1,0,6
cum blanditiis autem,14,50,13-04-2023 08:04,April 14,no,6,1,0,7
similique numquam quia,15,50,13-04-2023 08:04,April 14,yes,2,1,2,5
et quia eum,18,50,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptatem non rem,21,50,13-04-2023 08:04,April 14,no,3,1,0,4
distinctio ab inventore,24,50,13-04-2023 08:04,April 14,yes,1,1,2,4
qui nesciunt omnis,27,50,13-04-2023 08:04,April 14,no,2,1,0,3
assumenda necessitatibus consequatur,28,50,13-04-2023 08:04,April 14,no,4,1,0,5
minus rerum aut,33,50,13-04-2023 08:04,April 14,yes,2,1,2,5
et maiores alias,36,50,13-04-2023 08:04,April 14,yes,1,1,2,4
libero quia vero,38,50,13-04-2023 08:04,April 14,no,2,1,0,3
qui nam natus,39,50,13-04-2023 08:04,April 14,yes,0,1,2,3
in voluptatem enim,40,50,13-04-2023 08:04,April 14,no,5,1,0,6
qui tempore ut,41,50,13-04-2023 08:04,April 14,no,6,1,0,7
perferendis eum odio,46,50,13-04-2023 08:04,April 14,yes,2,1,2,5
nulla deserunt quia,54,50,13-04-2023 08:04,April 14,yes,1,1,2,4
facere eaque tempore,55,50,13-04-2023 08:04,April 14,no,3,1,0,4
nesciunt rerum doloribus,56,50,13-04-2023 08:04,April 14,yes,1,1,2,4
velit omnis velit,57,50,13-04-2023 08:04,April 14,no,2,1,0,3
dignissimos omnis velit,65,50,13-04-2023 08:04,April 14,no,4,1,0,5
iure et nostrum,66,50,13-04-2023 08:04,April 14,yes,2,1,2,5
libero dicta perferendis,69,50,13-04-2023 08:04,April 14,yes,1,1,2,4
sequi laborum voluptatem,70,50,13-04-2023 08:04,April 14,no,2,1,0,3
aut quo exercitationem,71,50,13-04-2023 08:04,April 14,yes,0,1,2,3
maxime sit veniam,72,50,13-04-2023 08:04,April 14,no,5,1,0,6
hic et explicabo,75,50,13-04-2023 08:04,April 14,no,6,1,0,7
officia illo nulla,76,50,13-04-2023 08:04,April 14,yes,2,1,2,5
fuga sit atque,84,50,13-04-2023 08:04,April 14,yes,1,1,2,4
sapiente amet illo,85,50,13-04-2023 08:04,April 14,no,3,1,0,4
iste repellat mollitia,91,50,13-04-2023 08:04,April 14,yes,1,1,2,4
debitis molestiae consectetur,94,50,13-04-2023 08:04,April 14,no,2,1,0,3
enim possimus voluptatem,95,50,13-04-2023 08:04,April 14,no,4,1,0,5
ab veniam quibusdam,99,50,13-04-2023 08:04,April 14,yes,2,1,2,5
ipsum velit autem,5,51,13-04-2023 08:04,April 14,yes,1,1,2,4
dicta qui voluptas,6,51,13-04-2023 08:04,April 14,no,2,1,0,3
amet qui sed,8,51,13-04-2023 08:04,April 14,yes,0,1,2,3
voluptas fuga aut,10,51,13-04-2023 08:04,April 14,no,5,1,0,6
exercitationem doloribus quia,11,51,13-04-2023 08:04,April 14,no,6,1,0,7
aspernatur et omnis,12,51,13-04-2023 08:04,April 14,yes,2,1,2,5
ab illum corrupti,14,51,13-04-2023 08:04,April 14,yes,1,1,2,4
quia sed labore,17,51,13-04-2023 08:04,April 14,no,3,1,0,4
aut eos et,18,51,13-04-2023 08:04,April 14,yes,1,1,2,4
minus et suscipit,20,51,13-04-2023 08:04,April 14,no,2,1,0,3
necessitatibus laudantium officia,21,51,13-04-2023 08:04,April 14,no,4,1,0,5
aut aut minus,24,51,13-04-2023 08:04,April 14,yes,2,1,2,5
sit perferendis pariatur,28,51,13-04-2023 08:04,April 14,yes,1,1,2,4
soluta esse corporis,32,51,13-04-2023 08:04,April 14,no,2,1,0,3
id voluptatum qui,36,51,13-04-2023 08:04,April 14,yes,0,1,2,3
et ratione veritatis,41,51,13-04-2023 08:04,April 14,no,5,1,0,6
voluptatum aut minima,43,51,13-04-2023 08:04,April 14,no,6,1,0,7
eum et doloribus,47,51,13-04-2023 08:04,April 14,yes,2,1,2,5
sunt saepe et,54,51,13-04-2023 08:04,April 14,yes,1,1,2,4
ipsa similique enim,55,51,13-04-2023 08:04,April 14,no,3,1,0,4
maiores accusamus dolor,57,51,13-04-2023 08:04,April 14,yes,1,1,2,4
ducimus ab necessitatibus,66,51,13-04-2023 08:04,April 14,no,2,1,0,3
molestiae tenetur repellendus,71,51,13-04-2023 08:04,April 14,no,4,1,0,5
rerum soluta qui,72,51,13-04-2023 08:04,April 14,yes,2,1,2,5
aut debitis voluptatem,75,51,13-04-2023 08:04,April 14,yes,1,1,2,4
harum qui ut,76,51,13-04-2023 08:04,April 14,no,2,1,0,3
nihil repellendus voluptas,78,51,13-04-2023 08:04,April 14,yes,0,1,2,3
quos fugit sed,91,51,13-04-2023 08:04,April 14,no,5,1,0,6
voluptatum quis voluptatibus,96,51,13-04-2023 08:04,April 14,no,6,1,0,7
et eius et,98,51,13-04-2023 08:04,April 14,yes,2,1,2,5
rerum dolores omnis,100,51,13-04-2023 08:04,April 14,yes,1,1,2,4
id est at,3,52,13-04-2023 08:04,April 14,no,3,1,0,4
molestiae et neque,5,52,13-04-2023 08:04,April 14,yes,1,1,2,4
neque explicabo rerum,9,52,13-04-2023 08:04,April 14,no,2,1,0,3
assumenda iusto provident,12,52,13-04-2023 08:04,April 14,no,4,1,0,5
sint aut est,14,52,13-04-2023 08:04,April 14,yes,2,1,2,5
accusamus sequi iusto,21,52,13-04-2023 08:04,April 14,yes,1,1,2,4
sapiente iste dolores,24,52,13-04-2023 08:04,April 14,no,2,1,0,3
non laborum non,26,52,13-04-2023 08:04,April 14,yes,0,1,2,3
facere dignissimos ut,33,52,13-04-2023 08:04,April 14,no,5,1,0,6
praesentium est harum,36,52,13-04-2023 08:04,April 14,no,6,1,0,7
quia voluptatem nihil,38,52,13-04-2023 08:04,April 14,yes,2,1,2,5
ex quaerat officiis,41,52,13-04-2023 08:04,April 14,yes,1,1,2,4
